epoch,train_loss,train_dice_per_class,val_dice_per_class
13,0.3660615113046434,"[0.9947048425674438, 0.815061092376709, 0.7401155233383179, 0.8951355218887329, 0.8449756503105164, 0.4764954149723053, 0.8265498876571655]","[0.992253303527832, 0.7309447526931763, 0.6009323000907898, 0.8218293190002441, 0.7971475720405579, 0.40844473242759705, 0.6643111109733582]"
14,0.34441335598627726,"[0.9967595338821411, 0.8791831135749817, 0.8261367678642273, 0.8923047184944153, 0.8293226957321167, 0.5849705934524536, 0.8394301533699036]","[0.9952737092971802, 0.7705071568489075, 0.6723529100418091, 0.8421893119812012, 0.7992247343063354, 0.5118223428726196, 0.6599268317222595]"
15,0.3387152294317881,"[0.9968891143798828, 0.8669359087944031, 0.8093611598014832, 0.8743311166763306, 0.8552272915840149, 0.6127448678016663, 0.8733206987380981]","[0.9955562353134155, 0.7335950136184692, 0.6495052576065063, 0.7979626059532166, 0.799522876739502, 0.5219467878341675, 0.6920740008354187]"
16,0.349350157711241,"[0.9959117770195007, 0.8416993021965027, 0.8026077151298523, 0.8629927635192871, 0.8178486824035645, 0.5212849974632263, 0.8397553563117981]","[0.9941946864128113, 0.7729310393333435, 0.6453176736831665, 0.8141379356384277, 0.7866479754447937, 0.4653955399990082, 0.6572046875953674]"
17,0.3363063289059533,"[0.9966489672660828, 0.8236320614814758, 0.8171132206916809, 0.9150277972221375, 0.8732105493545532, 0.6443220973014832, 0.7980482578277588]","[0.9945213198661804, 0.7364779710769653, 0.6624169945716858, 0.8158422708511353, 0.8135121464729309, 0.4935735762119293, 0.6082854866981506]"
18,0.324660070737203,"[0.9967041015625, 0.8822476267814636, 0.8267515897750854, 0.8544055223464966, 0.8131489753723145, 0.6034722328186035, 0.8428572416305542]","[0.9951030611991882, 0.7757225036621094, 0.6687955856323242, 0.7958584427833557, 0.7810513377189636, 0.5162186026573181, 0.6780041456222534]"
19,0.325668387942844,"[0.9967209100723267, 0.8108252286911011, 0.8116703033447266, 0.8835954666137695, 0.8818480372428894, 0.6439889073371887, 0.8422857522964478]","[0.9956569671630859, 0.7416913509368896, 0.663547158241272, 0.8273456692695618, 0.8229967355728149, 0.5560159087181091, 0.6742793917655945]"
20,0.3170301768514845,"[0.9970747828483582, 0.8322950601577759, 0.825356662273407, 0.8756791949272156, 0.8685782551765442, 0.6499448418617249, 0.8695392608642578]","[0.99591064453125, 0.7388775944709778, 0.6366204023361206, 0.787925660610199, 0.8167223930358887, 0.5530287623405457, 0.6834298372268677]"
21,0.3126833617687225,"[0.9970036745071411, 0.8607140779495239, 0.8118079900741577, 0.8973686099052429, 0.8753457069396973, 0.6397469639778137, 0.8504360318183899]","[0.9949636459350586, 0.775465726852417, 0.6662453413009644, 0.8184381723403931, 0.819787859916687, 0.4683557450771332, 0.6497008204460144]"
22,0.30723154677285086,"[0.9970819354057312, 0.8583766222000122, 0.800582766532898, 0.8996308445930481, 0.8311513066291809, 0.654160737991333, 0.8617213368415833]","[0.9956165552139282, 0.7728742361068726, 0.6450987458229065, 0.818793773651123, 0.7969969511032104, 0.5402660369873047, 0.6985893845558167]"
23,0.2986250989966922,"[0.9974438548088074, 0.885857105255127, 0.8466712236404419, 0.8925467729568481, 0.8844550251960754, 0.6687995195388794, 0.8618609309196472]","[0.9953222274780273, 0.7941721677780151, 0.674772322177887, 0.835658848285675, 0.8046944737434387, 0.49954754114151, 0.6786028742790222]"
24,0.2943321284320619,"[0.9974382519721985, 0.8803478479385376, 0.8289370536804199, 0.9072362184524536, 0.8429504632949829, 0.6787900924682617, 0.8675462007522583]","[0.9959918856620789, 0.7835596799850464, 0.6679942011833191, 0.8322638273239136, 0.8104971051216125, 0.5484083890914917, 0.6713680028915405]"
25,0.2930161151621077,"[0.9973576664924622, 0.8819689750671387, 0.8144021034240723, 0.9082050323486328, 0.8650215864181519, 0.6658580303192139, 0.8755145072937012]","[0.9954725503921509, 0.7804145812988281, 0.6718866229057312, 0.8393993377685547, 0.808161735534668, 0.49978962540626526, 0.6651684641838074]"
26,0.28627845015790726,"[0.9968879818916321, 0.8554931879043579, 0.8170492053031921, 0.8837291598320007, 0.8527965545654297, 0.6410001516342163, 0.8589788675308228]","[0.9952638745307922, 0.7685657739639282, 0.6384413838386536, 0.8090375661849976, 0.8006148338317871, 0.513844907283783, 0.6817196607589722]"
27,0.2851853069331911,"[0.9968469738960266, 0.8510440587997437, 0.8193790316581726, 0.8956529498100281, 0.8614820241928101, 0.6394318342208862, 0.8473542332649231]","[0.9950605630874634, 0.7725933790206909, 0.6616679430007935, 0.8348532915115356, 0.7984822988510132, 0.5191336870193481, 0.6858324408531189]"
28,0.28151585658391315,"[0.9976350665092468, 0.8839389085769653, 0.7976229190826416, 0.8745265007019043, 0.8658319711685181, 0.7060215473175049, 0.8882831335067749]","[0.9960323572158813, 0.7755311131477356, 0.637359082698822, 0.8240848779678345, 0.8229026794433594, 0.5217157602310181, 0.7076484560966492]"
29,0.279448174768024,"[0.997402012348175, 0.8845292329788208, 0.8430245518684387, 0.9030631184577942, 0.886150062084198, 0.6691712141036987, 0.8757426142692566]","[0.9956523776054382, 0.7918880581855774, 0.669324517250061, 0.8345566987991333, 0.8317424058914185, 0.5102538466453552, 0.6865605711936951]"
30,0.2867979188760122,"[0.9974802732467651, 0.9026093482971191, 0.8173068165779114, 0.8830536007881165, 0.8512288928031921, 0.6716098189353943, 0.8737757802009583]","[0.9957246780395508, 0.7649174332618713, 0.6311594247817993, 0.8247748613357544, 0.8116523623466492, 0.5330420136451721, 0.7019613981246948]"
