instance_number,distance_clav_k1,entropy,sharpness_global,sharpness_local,distance_annotation
1,12.529964086141668,0.0071802111342549,0.1527363878326477,0.1740350863619538,8
3,12.041594578792296,0.0069493893533945,0.1616434182076178,0.1942474431260532,6
5,12.041594578792296,0.0066802445799112,0.1680749905082935,0.1895528721436173,4
7,12.041594578792296,0.0065285335294902,0.175642964147736,0.1999154336004349,2
9,12.041594578792296,0.0068756472319364,0.1795818089420808,0.1953500541317744,0
11,12.206555615733702,0.0073613510467112,0.1811025836294524,0.1976204962186908,2
13,12.727922061357855,0.0072366637177765,0.1813241235438972,0.1985591732521699,4
15,12.727922061357855,0.0074919653125107,0.1820432920490718,0.1983832830988355,6
17,12.649110640673518,0.0068196463398635,0.1839882147898433,0.1884767819777991,8
19,12.649110640673518,0.0068704728037118,0.1856472659102944,0.1916131172666242,6
21,12.083045973594572,0.0071075516752898,0.184743032654974,0.2108080656463857,4
23,12.083045973594572,0.0074046738445758,0.1832588818933329,0.2091464527811593,2
25,11.704699910719626,0.0072297644801437,0.1832966390294007,0.2014645008582214,0
27,12.0,0.0072298874147236,0.1833733156131373,0.2087618306654273,2
29,12.0,0.0068848407827317,0.183120427232429,0.2084300821623519,4
31,13.0,0.0065878201276063,0.1849803838117795,0.2077627623669534,6
33,12.806248474865695,0.0069833169691264,0.1855831167896121,0.2053201609563488,4
35,12.529964086141668,0.006856539286673,0.1873308864200035,0.2083483870394471,2
37,12.206555615733702,0.0064638019539415,0.1879582032293009,0.2140081030863126,0
39,12.0,0.0063982917927205,0.186823531614216,0.2143817186585075,2
41,12.0,0.0061722951941192,0.1892983787404545,0.2168299217480253,4
43,12.206555615733702,0.0060695852153003,0.1889202078514904,0.219937056320974,6
45,12.041594578792296,0.0063030081801116,0.1873522851259838,0.2243503289562115,4
47,12.041594578792296,0.0067423842847347,0.1863036750119971,0.2227803148304275,2
49,12.041594578792296,0.0071102418005466,0.1866025578474635,0.2097339012330539,0
51,10.04987562112089,0.0071289055049419,0.1860438082291649,0.2063726112144369,2
53,11.04536101718726,0.0076380604878067,0.1847651733052315,0.2140448762847655,4
55,11.6619037896906,0.0081410529091954,0.1830373883392862,0.2097112951685704,6
57,11.180339887498947,0.007789690978825,0.1846424325525585,0.2124941454925127,8
59,12.16552506059644,0.0081145009025931,0.1868295159328631,0.2105116687436329,10
61,11.6619037896906,0.0072876894846558,0.1863847470682628,0.2122302038075642,12
63,11.31370849898476,0.0068759876303374,0.1841501459070458,0.2080314632169716,14
65,12.041594578792296,0.0065930853597819,0.1852621728326122,0.2189168782384053,16
67,12.041594578792296,0.0064894747920334,0.1860920269758404,0.220020448749295,14
69,12.041594578792296,0.0066408636048436,0.1863481349517991,0.2159386014055537,12
71,11.31370849898476,0.0070172501727938,0.1874652386599765,0.2178051699473954,10
73,12.041594578792296,0.0068714655935764,0.1862753603883348,0.2121879768603371,8
75,12.041594578792296,0.0062669245526194,0.1865523635174538,0.2128262824211423,6
77,12.041594578792296,0.0065896823070943,0.1879626779559242,0.2115841510408513,4
79,12.041594578792296,0.0066350824199616,0.190487431821231,0.2170860058386153,2
81,11.40175425099138,0.0065612043254077,0.190072719098766,0.218817281109284,0
83,11.6619037896906,0.0064767319709062,0.190692158869439,0.2268791918849407,2
85,12.041594578792296,0.0065032844431698,0.1912303475203512,0.2276847087911841,4
87,12.041594578792296,0.0063795838505029,0.1968523411923555,0.2312884429902111,6
89,12.041594578792296,0.0061083044856786,0.2031934238255928,0.2422717229611247,8
91,12.041594578792296,0.0062265871092677,0.2065136958549555,0.2422172378439207,10
93,11.6619037896906,0.005978918634355,0.2112805172758559,0.2364733945143582,12
95,11.180339887498947,0.0058382167480885,0.2128857503698669,0.2243735995187994,14
97,11.180339887498947,0.0056736897677183,0.2141437134342999,0.2198788112204645,16
99,11.180339887498947,0.0056008910760283,0.2184232933138608,0.2187819528292902,14
101,10.816653826391969,0.0060259415768086,0.2231729964184124,0.2239615309296008,12
103,10.770329614269007,0.0060281883925199,0.2297568619420457,0.2301980158358991,10
105,10.295630140987,0.0060482202097773,0.2343779212492205,0.2335870964471556,8
107,10.770329614269007,0.0062262476421892,0.2373409463494623,0.2321830071766671,6
109,11.180339887498947,0.0062358248978853,0.2379053847743451,0.2249522376100347,4
111,11.6619037896906,0.0063135777600109,0.2391822132047296,0.2209655132382102,2
113,11.180339887498947,0.0064468421041965,0.2414845234613358,0.2196502470349568,0
115,11.180339887498947,0.006621207576245,0.245057261484897,0.2166421814675983,2
117,11.704699910719626,0.0066925245337188,0.2472816287501272,0.2209056189183749,4
119,11.6619037896906,0.0064548100344836,0.247733139508898,0.2215631591447348,6
121,11.180339887498947,0.0063295317813754,0.2445526956311178,0.224330392196002,8
123,10.816653826391969,0.0063192010857164,0.2535840777457694,0.2191694592384307,10
125,10.295630140987,0.0067803245037794,0.2610213941996983,0.2252448324732607,12
127,10.295630140987,0.0070390040054917,0.2665793670786376,0.2336560727547577,12
129,10.295630140987,0.0066030342131853,0.2686983820191548,0.2294990519290549,10
131,10.295630140987,0.0066217686980962,0.2683853490729551,0.2162812083016627,8
133,10.295630140987,0.0071593248285353,0.2709971083198785,0.2158157228775104,6
135,10.295630140987,0.0072765266522765,0.2744737330196057,0.2178135618795038,4
137,10.295630140987,0.0072478777728974,0.2800875888570855,0.2219740660252528,2
139,10.0,0.0073687667027115,0.2886656123262029,0.2158757622140722,0
141,10.0,0.0076780058443546,0.2939475115206303,0.2146146824441593,2
143,9.899494936611664,0.0077758468687534,0.3006292536577438,0.2175851791295162,4
145,10.63014581273465,0.0072384835220873,0.2974054728087901,0.2166237773597951,6
147,9.899494936611664,0.0069828792475163,0.3045909264452455,0.2070539257735766,8
149,9.899494936611664,0.0065120542421936,0.3054248090265883,0.2050406411997741,10
151,9.899494936611664,0.0063535086810588,0.3062539340622633,0.214147896590026,10
153,9.219544457292889,0.00640838034451,0.306534278688283,0.2141778946402282,8
155,9.899494936611664,0.0063586425967514,0.3140247538562538,0.2147147467342346,6
157,9.899494936611664,0.0063827228732407,0.320404551334034,0.213449809154077,4
159,9.899494936611664,0.0065346048213541,0.3249962215945255,0.2102487746872769,2
161,9.899494936611664,0.006450081244111,0.3300174881403498,0.2061728406952643,0
163,9.219544457292889,0.0064374823123216,0.3293365302441329,0.205471151752771,2
165,9.219544457292889,0.0065709184855222,0.3350779042028328,0.2086171945404989,4
167,9.219544457292889,0.0061137722805142,0.340726593226216,0.2129311802946084,6
169,9.433981132056603,0.0061541688628494,0.3441527748593554,0.213101703570464,8
171,9.433981132056603,0.0064247851260006,0.3497980636375908,0.2101082966917862,8
173,9.433981132056603,0.0066872835159301,0.357950821233842,0.2020200207748016,6
175,9.219544457292889,0.0067966971546411,0.359131743825078,0.1889841491642101,4
177,9.433981132056603,0.0068827383220195,0.3603743850970048,0.1938145104914195,2
179,9.848857801796104,0.0069986176677048,0.3550135459530325,0.2074262692345856,0
181,9.899494936611664,0.0069208238273859,0.3646959788603852,0.2087476261707141,2
183,9.899494936611664,0.0066455481573939,0.3653605193755196,0.2088404306374681,4
185,9.848857801796104,0.0066713881678879,0.3800450834837862,0.2054975282614912,6
187,9.219544457292889,0.0064191459678113,0.3865972461145997,0.1996661237140856,8
