instance_number,distance_clav_k1,entropy,sharpness_global,sharpness_local
1,17.88854381999832,0.0162037070840597,0.2274317862333907,0.3874160604240532
3,17.88854381999832,0.0167008154094219,0.2441147398949016,0.4104651730170337
5,17.46424919657298,0.0169573128223419,0.25401210809102837,0.43416158721835735
7,17.46424919657298,0.0161518305540084,0.2620658430512407,0.43911745577352573
9,17.46424919657298,0.015505232848227,0.26683278500789576,0.46006173102863085
11,17.46424919657298,0.0156098380684852,0.27040714167280405,0.4651820766074033
13,17.88854381999832,0.0152957569807767,0.27105661064338177,0.4665688325109322
15,17.4928556845359,0.0157708153128623,0.27464343944252645,0.45940542147960245
17,17.4928556845359,0.0159533713012933,0.2789021975004844,0.4688096251470556
19,17.88854381999832,0.0166248697787523,0.2837350329942722,0.4849158790091975
21,18.35755975068582,0.0163869019597768,0.2838894943124846,0.4813431220030456
23,18.788294228055936,0.0157036166638135,0.28692925755706894,0.4891051364388253
25,18.788294228055936,0.0152708776295185,0.2881023322250116,0.49308724463040576
27,19.235384061671343,0.0146036697551608,0.2921054353354725,0.5146013717651194
29,19.235384061671343,0.0140623860061168,0.2913765537998295,0.5126546048240859
31,19.697715603592208,0.0139707187190651,0.29534848288455534,0.5092575849127434
33,20.12461179749811,0.0149239469319581,0.29295732391942747,0.510651288348473
35,20.8806130178211,0.0150133036077022,0.28678181666161384,0.4688233859399848
37,21.02379604162864,0.015232989564538,0.2844901627363888,0.45338336829321374
39,20.396078054371134,0.0155563922598958,0.2844321348467001,0.4469385434129977
41,20.12461179749811,0.0157019048929214,0.2903031841502961,0.46213090539087043
43,19.924858845171276,0.0158653873950243,0.2914131097145912,0.4949881895082962
45,19.924858845171276,0.0159092471003532,0.29532554739044004,0.5090310539502574
47,19.924858845171276,0.0155658638104796,0.29766337600369025,0.5008201179963273
49,20.223748416156685,0.0156118450686335,0.2986531479495514,0.5099522973631885
51,20.396078054371134,0.0156665537506341,0.30224521203069693,0.5260713607675765
53,19.235384061671343,0.0150425508618354,0.30409688290590564,0.5104161826046035
55,19.235384061671343,0.0149035267531871,0.3078079177304651,0.525094644685311
57,20.396078054371134,0.0154156433418393,0.3061671485156623,0.5131711851707734
59,20.396078054371134,0.0157250519841909,0.30512787075161757,0.5187475671065009
61,20.808652046684813,0.0147713478654623,0.3021908656537527,0.5103730229453086
63,20.223748416156685,0.0143655883148312,0.3010086415025884,0.49178484695006863
65,19.849433241279208,0.0144296279177069,0.2965035124264341,0.47363243831739354
67,19.235384061671343,0.0146091412752866,0.2967800632129995,0.4839766619364394
69,16.76305461424021,0.0147558478638529,0.2975017577606295,0.4975118622476919
71,17.0,0.0145997153595089,0.3008774954076112,0.5115840946851746
73,17.08800749063506,0.0143754919990897,0.30049180944417975,0.5139180583646933
75,17.72004514666935,0.0142738232389092,0.29923029497656467,0.5124933298654187
77,18.384776310850235,0.0146974585950374,0.29791418763740835,0.49703370856709395
79,18.68154169226941,0.0147923715412616,0.29613683639559196,0.4935290280107796
81,18.68154169226941,0.0153214838355779,0.2966937282737661,0.49521965902417886
83,17.72004514666935,0.015850506722927,0.29798831250238844,0.4893892334910351
85,17.08800749063506,0.0163435228168964,0.29730070464523634,0.48669585118148256
87,17.46424919657298,0.015507192350924,0.2993116334741675,0.4882527053324966
89,17.88854381999832,0.015444066375494,0.3012994549518019,0.49230886665503654
91,17.0,0.0154553269967436,0.3042779669200699,0.4991989232353
93,17.0,0.0148946847766637,0.3030429851721681,0.47589456044699957
95,17.0,0.0149244954809546,0.3012222175660736,0.49713210225915294
97,17.46424919657298,0.0139114670455455,0.29980985019855116,0.49636773196396505
99,17.88854381999832,0.0132450750097632,0.3014634689510519,0.5056638432018383
101,17.0,0.0132365263998508,0.301290551237363,0.5103296571078173
103,17.72004514666935,0.0136380605399608,0.2995102204844913,0.4933246513994738
