epoch,train_loss,train_dice_per_class,val_dice_per_class
1,1.5783539037315213,"[0.9506409764289856, 0.5843031406402588, 0.42413651943206787, 0.5654965043067932, 0.44573959708213806, 0.2947787642478943, 0.39344874024391174]","[0.9485435485839844, 0.454220712184906, 0.3695875406265259, 0.4865894913673401, 0.3808550238609314, 0.3211817443370819, 0.31452181935310364]"
2,0.9560593311883965,"[0.9787330627441406, 0.7980785369873047, 0.6788947582244873, 0.820024847984314, 0.7365334630012512, 0.38026848435401917, 0.7043973207473755]","[0.9756540656089783, 0.6700894832611084, 0.5588319301605225, 0.700552761554718, 0.6265547275543213, 0.36082470417022705, 0.5500725507736206]"
3,0.6877329264368329,"[0.9819182753562927, 0.7393887042999268, 0.753875195980072, 0.8504388332366943, 0.7701292634010315, 0.40085941553115845, 0.7489019632339478]","[0.980964720249176, 0.5984468460083008, 0.5296979546546936, 0.7330281734466553, 0.6822039484977722, 0.41933903098106384, 0.5869213938713074]"
4,0.49301471728451396,"[0.984741747379303, 0.8285451531410217, 0.738770604133606, 0.8802233934402466, 0.7798140645027161, 0.47694042325019836, 0.7348631024360657]","[0.982794463634491, 0.6931045055389404, 0.6053233742713928, 0.8008207678794861, 0.7097381949424744, 0.4338260889053345, 0.5971882343292236]"
5,0.43830113903600343,"[0.9888785481452942, 0.8562511205673218, 0.8188782334327698, 0.8881728649139404, 0.8179534673690796, 0.518742561340332, 0.8371755480766296]","[0.9839810729026794, 0.7239238023757935, 0.5349856615066528, 0.7790985107421875, 0.782511830329895, 0.42195507884025574, 0.6770491003990173]"
6,0.4105833084607611,"[0.9860597848892212, 0.8566781282424927, 0.7807653546333313, 0.8897067904472351, 0.8292362093925476, 0.47985389828681946, 0.7837006449699402]","[0.9822558760643005, 0.7611011862754822, 0.6248871684074402, 0.8031737804412842, 0.7381686568260193, 0.39646580815315247, 0.6268035173416138]"
7,0.40648901888302397,"[0.9930323958396912, 0.8900128602981567, 0.8176215291023254, 0.9036135077476501, 0.8750039339065552, 0.6551497578620911, 0.8379421830177307]","[0.9899166822433472, 0.7740393280982971, 0.6608428955078125, 0.8113210797309875, 0.7721520066261292, 0.5276018977165222, 0.7220317125320435]"
8,0.370185235325171,"[0.9914728999137878, 0.8959605693817139, 0.8397289514541626, 0.8746554851531982, 0.8309876322746277, 0.6027973890304565, 0.8443305492401123]","[0.9882413744926453, 0.8118561506271362, 0.6652736067771912, 0.8055285811424255, 0.7890883088111877, 0.4957996904850006, 0.6901957392692566]"
9,0.35419416944591364,"[0.9917601943016052, 0.8792818784713745, 0.8235152959823608, 0.8614118695259094, 0.8407134413719177, 0.6311007738113403, 0.8402294516563416]","[0.9885714054107666, 0.7961544394493103, 0.6808555126190186, 0.7877799868583679, 0.787255585193634, 0.49221688508987427, 0.7196406722068787]"
10,0.34829749957639344,"[0.9923984408378601, 0.8633236289024353, 0.8341862559318542, 0.8693934679031372, 0.8608609437942505, 0.6589625477790833, 0.8542694449424744]","[0.9901989102363586, 0.7761120200157166, 0.6797497868537903, 0.8110033869743347, 0.7884796857833862, 0.5417423844337463, 0.7444032430648804]"
11,0.36664123924411074,"[0.989031970500946, 0.8825234770774841, 0.764661967754364, 0.8622668981552124, 0.8606208562850952, 0.530103325843811, 0.8454902172088623]","[0.9849799275398254, 0.796038031578064, 0.6093761324882507, 0.7914957404136658, 0.7694324851036072, 0.4237569570541382, 0.6951342225074768]"
12,0.33840301420007435,"[0.9920114874839783, 0.8747237920761108, 0.7898252010345459, 0.8749868273735046, 0.7977665662765503, 0.6721121668815613, 0.8125556111335754]","[0.9883056879043579, 0.7879489064216614, 0.6406415700912476, 0.8088880181312561, 0.7685655355453491, 0.4798726737499237, 0.6538359522819519]"
13,0.3354849791040226,"[0.9906289577484131, 0.8677878975868225, 0.821559488773346, 0.8585377335548401, 0.8310577273368835, 0.6112543940544128, 0.8130086064338684]","[0.9860613346099854, 0.7911517024040222, 0.6680785417556763, 0.7862718105316162, 0.7766371369361877, 0.4460196793079376, 0.6370517015457153]"
14,0.3188000178458739,"[0.9904294610023499, 0.8957516551017761, 0.8332752585411072, 0.8902463912963867, 0.797333836555481, 0.5721908211708069, 0.8530483245849609]","[0.9870635271072388, 0.781572699546814, 0.6756547093391418, 0.8206517696380615, 0.7512815594673157, 0.46763482689857483, 0.7373101115226746]"
