epoch,train_loss,train_dice_per_class,val_dice_per_class
1,1.6517030973823703,"[0.9541100263595581, 0.4836944043636322, 0.4566533863544464, 0.5819334387779236, 0.5716037750244141, 0.3125802278518677, 0.5884721279144287]","[0.9502840042114258, 0.38115575909614563, 0.3073963224887848, 0.5253556370735168, 0.4732406437397003, 0.3390265107154846, 0.48183077573776245]"
2,1.0537307110367988,"[0.9747665524482727, 0.7985613346099854, 0.6738636493682861, 0.7750652432441711, 0.6598700284957886, 0.3769824802875519, 0.6511434316635132]","[0.9728474020957947, 0.6682325005531311, 0.4688562750816345, 0.6534092426300049, 0.6062217354774475, 0.37302085757255554, 0.5522264242172241]"
3,0.6732864030161683,"[0.9671027064323425, 0.8142444491386414, 0.6997931003570557, 0.8550964593887329, 0.7717248201370239, 0.2973325550556183, 0.6006787419319153]","[0.969709575176239, 0.6905123591423035, 0.5643967390060425, 0.7507314085960388, 0.6765763163566589, 0.3050801157951355, 0.5129408240318298]"
4,0.47621029858686487,"[0.989301323890686, 0.8321332931518555, 0.8030954003334045, 0.8805521726608276, 0.7748516798019409, 0.5886049270629883, 0.8255875706672668]","[0.9878107905387878, 0.7381632924079895, 0.6367843151092529, 0.7643744349479675, 0.6833967566490173, 0.48958978056907654, 0.6199771761894226]"
5,0.4036811176611453,"[0.983978271484375, 0.8287402987480164, 0.7532516121864319, 0.8618059754371643, 0.8324950933456421, 0.4667733609676361, 0.8269977569580078]","[0.9772446155548096, 0.658807098865509, 0.47461873292922974, 0.7323333024978638, 0.6892254948616028, 0.3928646743297577, 0.6684189438819885]"
6,0.37685753192220417,"[0.9913560748100281, 0.8838642239570618, 0.8192033171653748, 0.8678548336029053, 0.8535680174827576, 0.6225376129150391, 0.8251990675926208]","[0.9893015623092651, 0.7576389312744141, 0.6539479494094849, 0.7877939939498901, 0.7506123781204224, 0.5200104713439941, 0.6495487689971924]"
7,0.3563048225276324,"[0.9903083443641663, 0.8412851691246033, 0.7982625365257263, 0.8360187411308289, 0.8372968435287476, 0.6339177489280701, 0.8387393355369568]","[0.987924337387085, 0.7442569136619568, 0.652981162071228, 0.7660570740699768, 0.7476869821548462, 0.5109743475914001, 0.6940271854400635]"
8,0.33609775712295453,"[0.9892828464508057, 0.8526389598846436, 0.8098370432853699, 0.8875142335891724, 0.8107179999351501, 0.5926085710525513, 0.8312432765960693]","[0.984950602054596, 0.7107763290405273, 0.6576089262962341, 0.8197031617164612, 0.7491989731788635, 0.48448657989501953, 0.6517196893692017]"
9,0.32617202218697994,"[0.9911152124404907, 0.8769315481185913, 0.8191974759101868, 0.8810643553733826, 0.8353042602539062, 0.643438458442688, 0.8334072232246399]","[0.9884195327758789, 0.7531619668006897, 0.6605052351951599, 0.8113573789596558, 0.7522215247154236, 0.5132455229759216, 0.6888482570648193]"
10,0.3146376789224391,"[0.9910749197006226, 0.8698001503944397, 0.8011027574539185, 0.846888542175293, 0.7974885106086731, 0.6549311876296997, 0.8331765532493591]","[0.9870994687080383, 0.7815817594528198, 0.6738478541374207, 0.7643686532974243, 0.7494391202926636, 0.45956510305404663, 0.6461608409881592]"
11,0.30500453041524306,"[0.9903791546821594, 0.8730957508087158, 0.7979786396026611, 0.8767913579940796, 0.8735371828079224, 0.6197149753570557, 0.831706166267395]","[0.9868336915969849, 0.7784140706062317, 0.6422331929206848, 0.7779220938682556, 0.7280054688453674, 0.4639221131801605, 0.6577407717704773]"
12,0.29056914150714874,"[0.9928898215293884, 0.8684738874435425, 0.8252434134483337, 0.897718608379364, 0.8802849054336548, 0.7139171361923218, 0.8601465821266174]","[0.9896177649497986, 0.7710827589035034, 0.6749560236930847, 0.818707287311554, 0.7808939814567566, 0.5262449979782104, 0.69206702709198]"
13,0.2878540527759766,"[0.9895756244659424, 0.8843140006065369, 0.7924156188964844, 0.8749021291732788, 0.8525182008743286, 0.5735498666763306, 0.85114586353302]","[0.9835513234138489, 0.7948158383369446, 0.566715657711029, 0.797167181968689, 0.7854810953140259, 0.4127591848373413, 0.6683979034423828]"
