epoch,train_loss,train_dice_per_class,val_dice_per_class
11,0.38732805053393043,"[0.9963388442993164, 0.8321312069892883, 0.7590287923812866, 0.892658531665802, 0.8355855941772461, 0.658279538154602, 0.7487778067588806]","[0.9961640238761902, 0.7991209626197815, 0.5900758504867554, 0.7861148118972778, 0.6552324891090393, 0.39560797810554504, 0.5504627823829651]"
12,0.36402399142583214,"[0.9956356883049011, 0.8409917950630188, 0.7715088129043579, 0.8703096508979797, 0.872279167175293, 0.5789663791656494, 0.7783838510513306]","[0.9957879781723022, 0.8134357333183289, 0.6082413792610168, 0.8645095825195312, 0.6779575347900391, 0.4597674310207367, 0.5937538743019104]"
13,0.3500928084055583,"[0.9959359169006348, 0.8305765986442566, 0.8018150329589844, 0.866118311882019, 0.8059285283088684, 0.6067930459976196, 0.7759609222412109]","[0.9961938858032227, 0.8023455739021301, 0.6313768625259399, 0.8638907670974731, 0.6372615694999695, 0.4998711943626404, 0.5901052951812744]"
14,0.3562334477901459,"[0.9948636293411255, 0.8244177103042603, 0.8088622093200684, 0.8826419115066528, 0.8717792630195618, 0.5581234693527222, 0.6655898690223694]","[0.9947155117988586, 0.7984247207641602, 0.6352826952934265, 0.847197413444519, 0.6747385263442993, 0.45972520112991333, 0.5143102407455444]"
15,0.34556390908029344,"[0.9962765574455261, 0.7996861934661865, 0.797623336315155, 0.8280993700027466, 0.8710235357284546, 0.6219371557235718, 0.8423754572868347]","[0.9960893392562866, 0.768633246421814, 0.6049035787582397, 0.8219205737113953, 0.6818456053733826, 0.4889449179172516, 0.5748081803321838]"
16,0.32590017318725584,"[0.9968217611312866, 0.8789411783218384, 0.7671535015106201, 0.8861442804336548, 0.8819147944450378, 0.6318524479866028, 0.8497360944747925]","[0.996325671672821, 0.7854297161102295, 0.6420846581459045, 0.8041664958000183, 0.6866658926010132, 0.48046860098838806, 0.603063702583313]"
17,0.33083280854754976,"[0.9956117868423462, 0.8338549733161926, 0.7788046598434448, 0.8585713505744934, 0.806484043598175, 0.5957421660423279, 0.7396740913391113]","[0.9953386187553406, 0.7870343923568726, 0.6335932016372681, 0.8488599061965942, 0.6253907084465027, 0.4778352379798889, 0.5609884858131409]"
18,0.32689094013637965,"[0.996243953704834, 0.8400678634643555, 0.7984350919723511, 0.9008733630180359, 0.8703091740608215, 0.5967238545417786, 0.8446400761604309]","[0.9962595701217651, 0.8093459010124207, 0.6009761095046997, 0.8557467460632324, 0.6712521314620972, 0.4994949400424957, 0.6321192383766174]"
19,0.31845078203413224,"[0.995777428150177, 0.8322452306747437, 0.7824240922927856, 0.8670404553413391, 0.8858526945114136, 0.5756457448005676, 0.741291880607605]","[0.9956067204475403, 0.8005857467651367, 0.537727415561676, 0.8129251599311829, 0.6811334490776062, 0.40069085359573364, 0.5904206037521362]"
20,0.32082597348425124,"[0.995797336101532, 0.788239598274231, 0.7582489252090454, 0.8633888363838196, 0.8646682500839233, 0.6418668627738953, 0.7835051417350769]","[0.9953644871711731, 0.7489185929298401, 0.6037288904190063, 0.8478881120681763, 0.6738153100013733, 0.471545934677124, 0.6160339117050171]"
21,0.3097583790620168,"[0.9969188570976257, 0.8806580305099487, 0.8272658586502075, 0.883470356464386, 0.8579854965209961, 0.6580663919448853, 0.8189808130264282]","[0.9963841438293457, 0.7808394432067871, 0.5931811332702637, 0.8107662200927734, 0.6676599979400635, 0.4432484209537506, 0.6183832287788391]"
22,0.3094945198959774,"[0.9959627985954285, 0.8591750860214233, 0.7970545291900635, 0.8413387537002563, 0.844730019569397, 0.5780145525932312, 0.8213483691215515]","[0.9955412745475769, 0.7999683618545532, 0.5578632950782776, 0.8368026614189148, 0.6512319445610046, 0.4381965696811676, 0.6369390487670898]"
23,0.3048175407780541,"[0.9967837333679199, 0.8346636891365051, 0.7521942853927612, 0.8394142985343933, 0.8398707509040833, 0.6959707736968994, 0.8188263177871704]","[0.9964051246643066, 0.8111801147460938, 0.5826446413993835, 0.7807105779647827, 0.651140570640564, 0.4267776906490326, 0.6203484535217285]"
24,0.3048387229442596,"[0.9962989687919617, 0.8684762716293335, 0.7786731123924255, 0.876796543598175, 0.8501806259155273, 0.621782124042511, 0.8277233242988586]","[0.9960083961486816, 0.8294702768325806, 0.621491551399231, 0.8588163256645203, 0.6480552554130554, 0.4872353971004486, 0.6281526684761047]"
25,0.2936813298198912,"[0.9969463348388672, 0.8767465353012085, 0.8166187405586243, 0.8900869488716125, 0.886419415473938, 0.6695180535316467, 0.8346535563468933]","[0.9964337348937988, 0.8192653656005859, 0.6573967933654785, 0.8551372289657593, 0.677384078502655, 0.5160660147666931, 0.6559593081474304]"
26,0.2857768581973182,"[0.9954978227615356, 0.851767897605896, 0.8115150332450867, 0.8605354428291321, 0.8196746706962585, 0.5626344680786133, 0.8007872700691223]","[0.9949544072151184, 0.8116157650947571, 0.5706590414047241, 0.8428411483764648, 0.6083421111106873, 0.47027620673179626, 0.6052128672599792]"
27,0.29678187635209824,"[0.9964615106582642, 0.8563748598098755, 0.7319141030311584, 0.8692970275878906, 0.8749135732650757, 0.6786693334579468, 0.8064272999763489]","[0.9958432912826538, 0.791647732257843, 0.5793099999427795, 0.7933885455131531, 0.6742987632751465, 0.4457949697971344, 0.6114956140518188]"
28,0.29549409084849887,"[0.9966264963150024, 0.8765153884887695, 0.8122578859329224, 0.877665638923645, 0.8267968893051147, 0.6518832445144653, 0.7996551990509033]","[0.9963001012802124, 0.8250970840454102, 0.5749388337135315, 0.8596153259277344, 0.6521691083908081, 0.5057103037834167, 0.6287895441055298]"
29,0.2785816033681234,"[0.9971444010734558, 0.8849743604660034, 0.8156183958053589, 0.880631148815155, 0.8848042488098145, 0.6842507123947144, 0.8579431772232056]","[0.9963065981864929, 0.7986561059951782, 0.5980130434036255, 0.8129271268844604, 0.6786123514175415, 0.48238444328308105, 0.6281245946884155]"
30,0.27252743509080674,"[0.9972332715988159, 0.8781755566596985, 0.7927322387695312, 0.8893473744392395, 0.8832065463066101, 0.6989688873291016, 0.8486919403076172]","[0.9962547421455383, 0.8037997484207153, 0.6062284708023071, 0.8128177523612976, 0.6777012944221497, 0.5005092620849609, 0.6127283573150635]"
