epoch,train_loss,train_dice_per_class,val_dice_per_class
11,0.31567612767219544,"[0.9966810941696167, 0.8515356779098511, 0.8101819157600403, 0.836215078830719, 0.8289126753807068, 0.659308135509491, 0.8419302701950073]","[0.996325671672821, 0.8002622723579407, 0.721714437007904, 0.84478360414505, 0.7632872462272644, 0.485821932554245, 0.7174786925315857]"
12,0.3037242503464222,"[0.9963288307189941, 0.8516222238540649, 0.7943220734596252, 0.8915702104568481, 0.8427940011024475, 0.6177463531494141, 0.826546847820282]","[0.9954496026039124, 0.8042154908180237, 0.7149883508682251, 0.8689946532249451, 0.7636485695838928, 0.44856205582618713, 0.7302035689353943]"
13,0.2900160612165928,"[0.9975168108940125, 0.8829249143600464, 0.8492283821105957, 0.8782286643981934, 0.8653050661087036, 0.707109272480011, 0.8621330857276917]","[0.9969238638877869, 0.8288475275039673, 0.7417942881584167, 0.8680207133293152, 0.7822211384773254, 0.5189182758331299, 0.7699555158615112]"
14,0.29212406113743783,"[0.9972226023674011, 0.8638073801994324, 0.7849122285842896, 0.8875975012779236, 0.8674799799919128, 0.7024136185646057, 0.8468747138977051]","[0.9967840313911438, 0.7989700436592102, 0.7526463866233826, 0.8723741769790649, 0.7628222107887268, 0.5137556195259094, 0.7465705871582031]"
15,0.2888394901156425,"[0.9963176846504211, 0.8470950126647949, 0.7749242186546326, 0.8698521256446838, 0.8783326745033264, 0.6251615881919861, 0.8369184732437134]","[0.9957514405250549, 0.7946826815605164, 0.7053070068359375, 0.8694201707839966, 0.7921991944313049, 0.461873322725296, 0.7425900101661682]"
16,0.2732809190452099,"[0.9975104331970215, 0.9027467370033264, 0.8338739275932312, 0.9148985147476196, 0.8780862092971802, 0.6968758702278137, 0.867579996585846]","[0.9966949820518494, 0.8421746492385864, 0.7646199464797974, 0.8875831961631775, 0.7944939732551575, 0.5000447034835815, 0.7670666575431824]"
17,0.2655274809896946,"[0.9966431260108948, 0.8671830892562866, 0.8289000391960144, 0.8922629356384277, 0.8610386848449707, 0.6416535973548889, 0.8499618768692017]","[0.9955525994300842, 0.7864928841590881, 0.7562528252601624, 0.8744783997535706, 0.7933870553970337, 0.4532056450843811, 0.7407013177871704]"
18,0.2663070850074291,"[0.9970504641532898, 0.9030569195747375, 0.800520122051239, 0.8876728415489197, 0.8720515370368958, 0.6676602363586426, 0.8576002717018127]","[0.9964286684989929, 0.8418413400650024, 0.7181059718132019, 0.8764660954475403, 0.7733356356620789, 0.49891358613967896, 0.7583419680595398]"
19,0.26517030596733093,"[0.9964766502380371, 0.8931166529655457, 0.7978652119636536, 0.904323935508728, 0.8810567259788513, 0.6050535440444946, 0.8576908111572266]","[0.9951766729354858, 0.8419548869132996, 0.7146559357643127, 0.8722057342529297, 0.73662930727005, 0.4348171651363373, 0.711211621761322]"
20,0.25549048855900763,"[0.9974315762519836, 0.9034823775291443, 0.8392322659492493, 0.9203580021858215, 0.8897281885147095, 0.6910160183906555, 0.8644315600395203]","[0.9964208006858826, 0.8383409380912781, 0.7533167600631714, 0.8703243136405945, 0.7918997406959534, 0.47533339262008667, 0.7596753835678101]"
