epoch,train_loss,train_dice_per_class,val_dice_per_class
11,0.36954543524318273,"[0.9961444139480591, 0.9025169014930725, 0.8173612952232361, 0.6847997307777405, 0.8223419189453125, 0.6016798615455627, 0.8566946387290955]","[0.9958064556121826, 0.7732158303260803, 0.6754189729690552, 0.6155965924263, 0.6830459833145142, 0.5173417925834656, 0.7156050801277161]"
12,0.3670422613620758,"[0.99595046043396, 0.8947774171829224, 0.7223222851753235, 0.870079755783081, 0.8489378094673157, 0.5618281960487366, 0.848146378993988]","[0.9959933161735535, 0.7349364757537842, 0.614307701587677, 0.7752606868743896, 0.6264580488204956, 0.5030128359794617, 0.7004508376121521]"
13,0.36121482517984177,"[0.9952052235603333, 0.8823432326316833, 0.8360060453414917, 0.8997967839241028, 0.8420498967170715, 0.5191676616668701, 0.7968915700912476]","[0.9948701858520508, 0.7646422982215881, 0.628240168094635, 0.743887186050415, 0.6107123494148254, 0.4632714092731476, 0.6713458895683289]"
14,0.35169733232922024,"[0.9974440336227417, 0.8902333378791809, 0.7946718335151672, 0.8909485340118408, 0.8670085668563843, 0.6907111406326294, 0.8642754554748535]","[0.9968252182006836, 0.7771164774894714, 0.6304122805595398, 0.7416234016418457, 0.6382339596748352, 0.46113401651382446, 0.6920217871665955]"
15,0.33038919038242764,"[0.9957959055900574, 0.8824836015701294, 0.8154003620147705, 0.8939948678016663, 0.8521226644515991, 0.554309070110321, 0.8551577925682068]","[0.9953389763832092, 0.6999058723449707, 0.6333110928535461, 0.7583264708518982, 0.7036736011505127, 0.47752392292022705, 0.6504611372947693]"
16,0.3203320258193546,"[0.995255172252655, 0.8704859614372253, 0.7240759134292603, 0.7752255201339722, 0.8300905823707581, 0.5773367285728455, 0.8264671564102173]","[0.9931135177612305, 0.7267041802406311, 0.4151454269886017, 0.6394832134246826, 0.6619160175323486, 0.47126108407974243, 0.6196494698524475]"
17,0.329961402548684,"[0.9963635206222534, 0.8909474611282349, 0.8285071849822998, 0.905127227306366, 0.8760865926742554, 0.5885030031204224, 0.8671606183052063]","[0.996062159538269, 0.7976585626602173, 0.6673402786254883, 0.7455570101737976, 0.5792554616928101, 0.5179798007011414, 0.7222020030021667]"
18,0.31952739556630455,"[0.9961239695549011, 0.8740342855453491, 0.8394534587860107, 0.9044463038444519, 0.8510444760322571, 0.5935913920402527, 0.7919497489929199]","[0.9938974380493164, 0.7298265695571899, 0.6346961855888367, 0.7817510366439819, 0.7286531925201416, 0.4775916337966919, 0.5373324751853943]"
19,0.3104005542066362,"[0.9968044757843018, 0.8689944744110107, 0.8317124843597412, 0.9011929631233215, 0.8443194031715393, 0.6433671712875366, 0.8673434257507324]","[0.9964134693145752, 0.7622113823890686, 0.6922823190689087, 0.781726062297821, 0.6657562255859375, 0.5335379242897034, 0.703350305557251]"
20,0.3005667388439178,"[0.9963113069534302, 0.9023864269256592, 0.8233205676078796, 0.8891247510910034, 0.86963951587677, 0.5973011255264282, 0.8402822613716125]","[0.9961439967155457, 0.8088517785072327, 0.6778793931007385, 0.7960124611854553, 0.6708738803863525, 0.527403712272644, 0.6973951458930969]"
21,0.3050686147477892,"[0.9962431788444519, 0.8990023136138916, 0.8446521162986755, 0.8974326252937317, 0.7984583377838135, 0.5760912895202637, 0.8678195476531982]","[0.9959900379180908, 0.7954061031341553, 0.6982994079589844, 0.7878284454345703, 0.7081895470619202, 0.4927520751953125, 0.7222275733947754]"
22,0.3047939466105567,"[0.9961937665939331, 0.8849684596061707, 0.8051747679710388, 0.8622357845306396, 0.813559889793396, 0.5814955234527588, 0.8650200366973877]","[0.9959132075309753, 0.7847983241081238, 0.6789957880973816, 0.7952050566673279, 0.6887381076812744, 0.4763146638870239, 0.6860098242759705]"
23,0.30418987803988984,"[0.9965474009513855, 0.8893451690673828, 0.8279587626457214, 0.9226751327514648, 0.8793267011642456, 0.6211023926734924, 0.8318846225738525]","[0.9958133697509766, 0.7869841456413269, 0.6586543321609497, 0.735569179058075, 0.6422487497329712, 0.5033237338066101, 0.6692563891410828]"
24,0.2958335200945536,"[0.997025191783905, 0.8736690878868103, 0.8379634618759155, 0.8927613496780396, 0.8489618301391602, 0.6574365496635437, 0.8802226781845093]","[0.9966496229171753, 0.7837230563163757, 0.6973348259925842, 0.800223708152771, 0.7004449367523193, 0.5350064039230347, 0.6870764493942261]"
25,0.3026004519727495,"[0.9964523315429688, 0.8952885866165161, 0.7973580956459045, 0.8723058700561523, 0.8870705366134644, 0.6096546053886414, 0.8699336051940918]","[0.9961282014846802, 0.7978234887123108, 0.6783064603805542, 0.8012410402297974, 0.6536774039268494, 0.5139610171318054, 0.715873658657074]"
26,0.2968358443842994,"[0.996877908706665, 0.9059813618659973, 0.8425534963607788, 0.9113746285438538, 0.8351990580558777, 0.6340253949165344, 0.8536507487297058]","[0.9962594509124756, 0.8116198182106018, 0.7081299424171448, 0.8041555881500244, 0.715919017791748, 0.48955991864204407, 0.6984997391700745]"
27,0.28281644814544254,"[0.9971041083335876, 0.8840336799621582, 0.8254407048225403, 0.905517041683197, 0.8481521010398865, 0.6624031066894531, 0.8605383038520813]","[0.9966764450073242, 0.7729207873344421, 0.6778676509857178, 0.7793338894844055, 0.6859356164932251, 0.5080673694610596, 0.6981798410415649]"
28,0.29226676788594985,"[0.9965949654579163, 0.8722595572471619, 0.8035793304443359, 0.8737860918045044, 0.8840776085853577, 0.6429001688957214, 0.8664456009864807]","[0.9960256218910217, 0.7684091329574585, 0.6667260527610779, 0.7574042081832886, 0.6358048915863037, 0.5232895016670227, 0.7283326387405396]"
29,0.28419614368014867,"[0.9955822825431824, 0.8936606645584106, 0.827978253364563, 0.9140205383300781, 0.8938521146774292, 0.5298519134521484, 0.8538731336593628]","[0.9947631359100342, 0.7990943193435669, 0.6440481543540955, 0.7511845827102661, 0.5923919677734375, 0.4334857165813446, 0.7070401310920715]"
30,0.2945384316974216,"[0.9967425465583801, 0.8776169419288635, 0.7997660040855408, 0.8715494275093079, 0.8963786363601685, 0.6491960287094116, 0.8658860325813293]","[0.9961020946502686, 0.7641395926475525, 0.6501436829566956, 0.7609584331512451, 0.597632646560669, 0.5163306593894958, 0.7076272964477539]"
