instance_number,distance_clav_k1,entropy
2,15.652475842498529,0.007197420112788677
4,15.524174696260024,0.0072493418119847775
6,15.811388300841896,0.007239717058837414
8,10.63014581273465,0.007950413040816784
10,9.848857801796104,0.007962911389768124
12,9.433981132056603,0.006764044985175133
14,9.899494936611665,0.006976928561925888
16,9.899494936611665,0.007303465157747269
18,10.0,0.007073564920574427
20,10.295630140987,0.006656446494162083
22,10.295630140987,0.006462120916694403
24,9.899494936611665,0.006602955982089043
26,10.0,0.0066003515385091305
28,11.313708498984761,0.007128882221877575
30,12.041594578792296,0.007264041807502508
32,13.892443989449804,0.007176991086453199
34,13.601470508735444,0.00761382095515728
36,14.317821063276353,0.007615165784955025
38,14.7648230602334,0.007525983266532421
40,15.231546211727817,0.007900813594460487
42,14.317821063276353,0.008037683553993702
44,13.892443989449804,0.00759530533105135
46,13.892443989449804,0.007584065198898315
48,14.317821063276353,0.008088192902505398
50,13.92838827718412,0.007586077321320772
52,14.212670403551895,0.007703898008912802
54,11.180339887498949,0.007182500325143337
56,10.198039027185569,0.0071452343836426735
58,11.045361017187261,0.006845188792794943
60,12.529964086141668,0.007526888977736235
62,13.0,0.007914520800113678
64,12.083045973594572,0.007854098454117775
66,11.180339887498949,0.008290011435747147
68,11.661903789690601,0.008478647097945213
70,12.206555615733702,0.009214412420988083
72,11.313708498984761,0.010428411886096
74,10.295630140987,0.010900975205004215
76,9.848857801796104,0.010214724577963352
78,9.899494936611665,0.010108649730682373
80,8.94427190999916,0.010155604220926762
82,8.94427190999916,0.010521164163947105
84,8.94427190999916,0.010376760736107826
86,8.602325267042627,0.010427568107843399
88,8.48528137423857,0.010055606253445148
90,7.810249675906654,0.010224247351288795
92,7.211102550927978,0.010016746819019318
94,7.211102550927978,0.010106232948601246
96,7.810249675906654,0.010412679985165596
98,7.810249675906654,0.010842876508831978
100,7.211102550927978,0.011050621047616005
102,7.0710678118654755,0.010903107933700085
104,6.4031242374328485,0.010902391746640205
106,7.211102550927978,0.010593562386929989
108,7.211102550927978,0.010644673369824886
110,8.06225774829855,0.01034926064312458
112,7.615773105863909,0.01010767463594675
114,7.615773105863909,0.01013945136219263
116,7.810249675906654,0.01004401408135891
118,7.810249675906654,0.010114575736224651
120,7.810249675906654,0.010376916266977787
122,7.211102550927978,0.009855234995484352
124,7.615773105863909,0.009710032492876053
126,7.615773105863909,0.008943740278482437
128,8.06225774829855,0.008194209076464176
130,8.06225774829855,0.008220383897423744
132,8.06225774829855,0.008602290414273739
134,8.54400374531753,0.009072089567780495
136,8.06225774829855,0.008824809454381466
138,8.54400374531753,0.008213323540985584
140,8.54400374531753,0.007961397059261799
142,8.54400374531753,0.007939335890114307
144,8.54400374531753,0.00795485358685255
146,8.54400374531753,0.008061208762228489
148,8.602325267042627,0.008173051290214062
150,8.602325267042627,0.008031845092773438
152,8.54400374531753,0.008331778459250927
154,8.94427190999916,0.008630667813122272
156,9.433981132056603,0.007986011914908886
158,10.816653826391969,0.008069250732660294
160,10.63014581273465,0.007900313474237919
162,10.295630140987,0.008096657693386078
164,10.63014581273465,0.008144207298755646
166,10.816653826391969,0.007947948761284351
168,13.0,0.008205778896808624
170,13.416407864998739,0.008285894058644772
172,13.892443989449804,0.007977616973221302
174,13.416407864998739,0.007993213832378387
176,14.317821063276353,0.008096447214484215
178,15.620499351813308,0.008239065296947956
